
> gildedtros@1.0.0 prestart
> npm run build


> gildedtros@1.0.0 build
> tsc


> gildedtros@1.0.0 start
> node dist/test/text-test-fixture.js 500

AXXES CODE KATA - GILDED TROS
-------- day 0 --------
name, sellIn, quality
Ugly Variable Names, -193, 0

-------- day 197 --------
name, sellIn, quality
Ring of Cleansening Code, -187, 0
Good Wine, -195, 50
Elixir of the SOLID, -192, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -182, 0
Backstage passes for Re:Factor, -187, 0
Backstage passes for HAXX, -192, 0
Duplicate Code, -194, 0
Long Methods, -194, 0
Ugly Variable Names, -194, 0

-------- day 198 --------
name, sellIn, quality
Ring of Cleansening Code, -188, 0
Good Wine, -196, 50
Elixir of the SOLID, -193, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -183, 0
Backstage passes for Re:Factor, -188, 0
Backstage passes for HAXX, -193, 0
Duplicate Code, -195, 0
Long Methods, -195, 0
Ugly Variable Names, -195, 0

-------- day 199 --------
name, sellIn, quality
Ring of Cleansening Code, -189, 0
Good Wine, -197, 50
Elixir of the SOLID, -194, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -184, 0
Backstage passes for Re:Factor, -189, 0
Backstage passes for HAXX, -194, 0
Duplicate Code, -196, 0
Long Methods, -196, 0
Ugly Variable Names, -196, 0

-------- day 200 --------
name, sellIn, quality
Ring of Cleansening Code, -190, 0
Good Wine, -198, 50
Elixir of the SOLID, -195, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -185, 0
Backstage passes for Re:Factor, -190, 0
Backstage passes for HAXX, -195, 0
Duplicate Code, -197, 0
Long Methods, -197, 0
Ugly Variable Names, -197, 0

-------- day 201 --------
name, sellIn, quality
Ring of Cleansening Code, -191, 0
Good Wine, -199, 50
Elixir of the SOLID, -196, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -186, 0
Backstage passes for Re:Factor, -191, 0
Backstage passes for HAXX, -196, 0
Duplicate Code, -198, 0
Long Methods, -198, 0
Ugly Variable Names, -198, 0

-------- day 202 --------
name, sellIn, quality
Ring of Cleansening Code, -192, 0
Good Wine, -200, 50
Elixir of the SOLID, -197, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -187, 0
Backstage passes for Re:Factor, -192, 0
Backstage passes for HAXX, -197, 0
Duplicate Code, -199, 0
Long Methods, -199, 0
Ugly Variable Names, -199, 0

-------- day 203 --------
name, sellIn, quality
Ring of Cleansening Code, -193, 0
Good Wine, -201, 50
Elixir of the SOLID, -198, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -188, 0
Backstage passes for Re:Factor, -193, 0
Backstage passes for HAXX, -198, 0
Duplicate Code, -200, 0
Long Methods, -200, 0
Ugly Variable Names, -200, 0

-------- day 204 --------
name, sellIn, quality
Ring of Cleansening Code, -194, 0
Good Wine, -202, 50
Elixir of the SOLID, -199, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -189, 0
Backstage passes for Re:Factor, -194, 0
Backstage passes for HAXX, -199, 0
Duplicate Code, -201, 0
Long Methods, -201, 0
Ugly Variable Names, -201, 0

-------- day 205 --------
name, sellIn, quality
Ring of Cleansening Code, -195, 0
Good Wine, -203, 50
Elixir of the SOLID, -200, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -190, 0
Backstage passes for Re:Factor, -195, 0
Backstage passes for HAXX, -200, 0
Duplicate Code, -202, 0
Long Methods, -202, 0
Ugly Variable Names, -202, 0

-------- day 206 --------
name, sellIn, quality
Ring of Cleansening Code, -196, 0
Good Wine, -204, 50
Elixir of the SOLID, -201, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -191, 0
Backstage passes for Re:Factor, -196, 0
Backstage passes for HAXX, -201, 0
Duplicate Code, -203, 0
Long Methods, -203, 0
Ugly Variable Names, -203, 0

-------- day 207 --------
name, sellIn, quality
Ring of Cleansening Code, -197, 0
Good Wine, -205, 50
Elixir of the SOLID, -202, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -192, 0
Backstage passes for Re:Factor, -197, 0
Backstage passes for HAXX, -202, 0
Duplicate Code, -204, 0
Long Methods, -204, 0
Ugly Variable Names, -204, 0

-------- day 208 --------
name, sellIn, quality
Ring of Cleansening Code, -198, 0
Good Wine, -206, 50
Elixir of the SOLID, -203, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -193, 0
Backstage passes for Re:Factor, -198, 0
Backstage passes for HAXX, -203, 0
Duplicate Code, -205, 0
Long Methods, -205, 0
Ugly Variable Names, -205, 0

-------- day 209 --------
name, sellIn, quality
Ring of Cleansening Code, -199, 0
Good Wine, -207, 50
Elixir of the SOLID, -204, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -194, 0
Backstage passes for Re:Factor, -199, 0
Backstage passes for HAXX, -204, 0
Duplicate Code, -206, 0
Long Methods, -206, 0
Ugly Variable Names, -206, 0

-------- day 210 --------
name, sellIn, quality
Ring of Cleansening Code, -200, 0
Good Wine, -208, 50
Elixir of the SOLID, -205, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -195, 0
Backstage passes for Re:Factor, -200, 0
Backstage passes for HAXX, -205, 0
Duplicate Code, -207, 0
Long Methods, -207, 0
Ugly Variable Names, -207, 0

-------- day 211 --------
name, sellIn, quality
Ring of Cleansening Code, -201, 0
Good Wine, -209, 50
Elixir of the SOLID, -206, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -196, 0
Backstage passes for Re:Factor, -201, 0
Backstage passes for HAXX, -206, 0
Duplicate Code, -208, 0
Long Methods, -208, 0
Ugly Variable Names, -208, 0

-------- day 212 --------
name, sellIn, quality
Ring of Cleansening Code, -202, 0
Good Wine, -210, 50
Elixir of the SOLID, -207, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -197, 0
Backstage passes for Re:Factor, -202, 0
Backstage passes for HAXX, -207, 0
Duplicate Code, -209, 0
Long Methods, -209, 0
Ugly Variable Names, -209, 0

-------- day 213 --------
name, sellIn, quality
Ring of Cleansening Code, -203, 0
Good Wine, -211, 50
Elixir of the SOLID, -208, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -198, 0
Backstage passes for Re:Factor, -203, 0
Backstage passes for HAXX, -208, 0
Duplicate Code, -210, 0
Long Methods, -210, 0
Ugly Variable Names, -210, 0

-------- day 214 --------
name, sellIn, quality
Ring of Cleansening Code, -204, 0
Good Wine, -212, 50
Elixir of the SOLID, -209, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -199, 0
Backstage passes for Re:Factor, -204, 0
Backstage passes for HAXX, -209, 0
Duplicate Code, -211, 0
Long Methods, -211, 0
Ugly Variable Names, -211, 0

-------- day 215 --------
name, sellIn, quality
Ring of Cleansening Code, -205, 0
Good Wine, -213, 50
Elixir of the SOLID, -210, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -200, 0
Backstage passes for Re:Factor, -205, 0
Backstage passes for HAXX, -210, 0
Duplicate Code, -212, 0
Long Methods, -212, 0
Ugly Variable Names, -212, 0

-------- day 216 --------
name, sellIn, quality
Ring of Cleansening Code, -206, 0
Good Wine, -214, 50
Elixir of the SOLID, -211, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -201, 0
Backstage passes for Re:Factor, -206, 0
Backstage passes for HAXX, -211, 0
Duplicate Code, -213, 0
Long Methods, -213, 0
Ugly Variable Names, -213, 0

-------- day 217 --------
name, sellIn, quality
Ring of Cleansening Code, -207, 0
Good Wine, -215, 50
Elixir of the SOLID, -212, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -202, 0
Backstage passes for Re:Factor, -207, 0
Backstage passes for HAXX, -212, 0
Duplicate Code, -214, 0
Long Methods, -214, 0
Ugly Variable Names, -214, 0

-------- day 218 --------
name, sellIn, quality
Ring of Cleansening Code, -208, 0
Good Wine, -216, 50
Elixir of the SOLID, -213, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -203, 0
Backstage passes for Re:Factor, -208, 0
Backstage passes for HAXX, -213, 0
Duplicate Code, -215, 0
Long Methods, -215, 0
Ugly Variable Names, -215, 0

-------- day 219 --------
name, sellIn, quality
Ring of Cleansening Code, -209, 0
Good Wine, -217, 50
Elixir of the SOLID, -214, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -204, 0
Backstage passes for Re:Factor, -209, 0
Backstage passes for HAXX, -214, 0
Duplicate Code, -216, 0
Long Methods, -216, 0
Ugly Variable Names, -216, 0

-------- day 220 --------
name, sellIn, quality
Ring of Cleansening Code, -210, 0
Good Wine, -218, 50
Elixir of the SOLID, -215, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -205, 0
Backstage passes for Re:Factor, -210, 0
Backstage passes for HAXX, -215, 0
Duplicate Code, -217, 0
Long Methods, -217, 0
Ugly Variable Names, -217, 0

-------- day 221 --------
name, sellIn, quality
Ring of Cleansening Code, -211, 0
Good Wine, -219, 50
Elixir of the SOLID, -216, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -206, 0
Backstage passes for Re:Factor, -211, 0
Backstage passes for HAXX, -216, 0
Duplicate Code, -218, 0
Long Methods, -218, 0
Ugly Variable Names, -218, 0

-------- day 222 --------
name, sellIn, quality
Ring of Cleansening Code, -212, 0
Good Wine, -220, 50
Elixir of the SOLID, -217, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -207, 0
Backstage passes for Re:Factor, -212, 0
Backstage passes for HAXX, -217, 0
Duplicate Code, -219, 0
Long Methods, -219, 0
Ugly Variable Names, -219, 0

-------- day 223 --------
name, sellIn, quality
Ring of Cleansening Code, -213, 0
Good Wine, -221, 50
Elixir of the SOLID, -218, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -208, 0
Backstage passes for Re:Factor, -213, 0
Backstage passes for HAXX, -218, 0
Duplicate Code, -220, 0
Long Methods, -220, 0
Ugly Variable Names, -220, 0

-------- day 224 --------
name, sellIn, quality
Ring of Cleansening Code, -214, 0
Good Wine, -222, 50
Elixir of the SOLID, -219, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -209, 0
Backstage passes for Re:Factor, -214, 0
Backstage passes for HAXX, -219, 0
Duplicate Code, -221, 0
Long Methods, -221, 0
Ugly Variable Names, -221, 0

-------- day 225 --------
name, sellIn, quality
Ring of Cleansening Code, -215, 0
Good Wine, -223, 50
Elixir of the SOLID, -220, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -210, 0
Backstage passes for Re:Factor, -215, 0
Backstage passes for HAXX, -220, 0
Duplicate Code, -222, 0
Long Methods, -222, 0
Ugly Variable Names, -222, 0

-------- day 226 --------
name, sellIn, quality
Ring of Cleansening Code, -216, 0
Good Wine, -224, 50
Elixir of the SOLID, -221, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -211, 0
Backstage passes for Re:Factor, -216, 0
Backstage passes for HAXX, -221, 0
Duplicate Code, -223, 0
Long Methods, -223, 0
Ugly Variable Names, -223, 0

-------- day 227 --------
name, sellIn, quality
Ring of Cleansening Code, -217, 0
Good Wine, -225, 50
Elixir of the SOLID, -222, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -212, 0
Backstage passes for Re:Factor, -217, 0
Backstage passes for HAXX, -222, 0
Duplicate Code, -224, 0
Long Methods, -224, 0
Ugly Variable Names, -224, 0

-------- day 228 --------
name, sellIn, quality
Ring of Cleansening Code, -218, 0
Good Wine, -226, 50
Elixir of the SOLID, -223, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -213, 0
Backstage passes for Re:Factor, -218, 0
Backstage passes for HAXX, -223, 0
Duplicate Code, -225, 0
Long Methods, -225, 0
Ugly Variable Names, -225, 0

-------- day 229 --------
name, sellIn, quality
Ring of Cleansening Code, -219, 0
Good Wine, -227, 50
Elixir of the SOLID, -224, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -214, 0
Backstage passes for Re:Factor, -219, 0
Backstage passes for HAXX, -224, 0
Duplicate Code, -226, 0
Long Methods, -226, 0
Ugly Variable Names, -226, 0

-------- day 230 --------
name, sellIn, quality
Ring of Cleansening Code, -220, 0
Good Wine, -228, 50
Elixir of the SOLID, -225, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -215, 0
Backstage passes for Re:Factor, -220, 0
Backstage passes for HAXX, -225, 0
Duplicate Code, -227, 0
Long Methods, -227, 0
Ugly Variable Names, -227, 0

-------- day 231 --------
name, sellIn, quality
Ring of Cleansening Code, -221, 0
Good Wine, -229, 50
Elixir of the SOLID, -226, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -216, 0
Backstage passes for Re:Factor, -221, 0
Backstage passes for HAXX, -226, 0
Duplicate Code, -228, 0
Long Methods, -228, 0
Ugly Variable Names, -228, 0

-------- day 232 --------
name, sellIn, quality
Ring of Cleansening Code, -222, 0
Good Wine, -230, 50
Elixir of the SOLID, -227, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -217, 0
Backstage passes for Re:Factor, -222, 0
Backstage passes for HAXX, -227, 0
Duplicate Code, -229, 0
Long Methods, -229, 0
Ugly Variable Names, -229, 0

-------- day 233 --------
name, sellIn, quality
Ring of Cleansening Code, -223, 0
Good Wine, -231, 50
Elixir of the SOLID, -228, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -218, 0
Backstage passes for Re:Factor, -223, 0
Backstage passes for HAXX, -228, 0
Duplicate Code, -230, 0
Long Methods, -230, 0
Ugly Variable Names, -230, 0

-------- day 234 --------
name, sellIn, quality
Ring of Cleansening Code, -224, 0
Good Wine, -232, 50
Elixir of the SOLID, -229, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -219, 0
Backstage passes for Re:Factor, -224, 0
Backstage passes for HAXX, -229, 0
Duplicate Code, -231, 0
Long Methods, -231, 0
Ugly Variable Names, -231, 0

-------- day 235 --------
name, sellIn, quality
Ring of Cleansening Code, -225, 0
Good Wine, -233, 50
Elixir of the SOLID, -230, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -220, 0
Backstage passes for Re:Factor, -225, 0
Backstage passes for HAXX, -230, 0
Duplicate Code, -232, 0
Long Methods, -232, 0
Ugly Variable Names, -232, 0

-------- day 236 --------
name, sellIn, quality
Ring of Cleansening Code, -226, 0
Good Wine, -234, 50
Elixir of the SOLID, -231, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -221, 0
Backstage passes for Re:Factor, -226, 0
Backstage passes for HAXX, -231, 0
Duplicate Code, -233, 0
Long Methods, -233, 0
Ugly Variable Names, -233, 0

-------- day 237 --------
name, sellIn, quality
Ring of Cleansening Code, -227, 0
Good Wine, -235, 50
Elixir of the SOLID, -232, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -222, 0
Backstage passes for Re:Factor, -227, 0
Backstage passes for HAXX, -232, 0
Duplicate Code, -234, 0
Long Methods, -234, 0
Ugly Variable Names, -234, 0

-------- day 238 --------
name, sellIn, quality
Ring of Cleansening Code, -228, 0
Good Wine, -236, 50
Elixir of the SOLID, -233, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -223, 0
Backstage passes for Re:Factor, -228, 0
Backstage passes for HAXX, -233, 0
Duplicate Code, -235, 0
Long Methods, -235, 0
Ugly Variable Names, -235, 0

-------- day 239 --------
name, sellIn, quality
Ring of Cleansening Code, -229, 0
Good Wine, -237, 50
Elixir of the SOLID, -234, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -224, 0
Backstage passes for Re:Factor, -229, 0
Backstage passes for HAXX, -234, 0
Duplicate Code, -236, 0
Long Methods, -236, 0
Ugly Variable Names, -236, 0

-------- day 240 --------
name, sellIn, quality
Ring of Cleansening Code, -230, 0
Good Wine, -238, 50
Elixir of the SOLID, -235, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -225, 0
Backstage passes for Re:Factor, -230, 0
Backstage passes for HAXX, -235, 0
Duplicate Code, -237, 0
Long Methods, -237, 0
Ugly Variable Names, -237, 0

-------- day 241 --------
name, sellIn, quality
Ring of Cleansening Code, -231, 0
Good Wine, -239, 50
Elixir of the SOLID, -236, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -226, 0
Backstage passes for Re:Factor, -231, 0
Backstage passes for HAXX, -236, 0
Duplicate Code, -238, 0
Long Methods, -238, 0
Ugly Variable Names, -238, 0

-------- day 242 --------
name, sellIn, quality
Ring of Cleansening Code, -232, 0
Good Wine, -240, 50
Elixir of the SOLID, -237, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -227, 0
Backstage passes for Re:Factor, -232, 0
Backstage passes for HAXX, -237, 0
Duplicate Code, -239, 0
Long Methods, -239, 0
Ugly Variable Names, -239, 0

-------- day 243 --------
name, sellIn, quality
Ring of Cleansening Code, -233, 0
Good Wine, -241, 50
Elixir of the SOLID, -238, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -228, 0
Backstage passes for Re:Factor, -233, 0
Backstage passes for HAXX, -238, 0
Duplicate Code, -240, 0
Long Methods, -240, 0
Ugly Variable Names, -240, 0

-------- day 244 --------
name, sellIn, quality
Ring of Cleansening Code, -234, 0
Good Wine, -242, 50
Elixir of the SOLID, -239, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -229, 0
Backstage passes for Re:Factor, -234, 0
Backstage passes for HAXX, -239, 0
Duplicate Code, -241, 0
Long Methods, -241, 0
Ugly Variable Names, -241, 0

-------- day 245 --------
name, sellIn, quality
Ring of Cleansening Code, -235, 0
Good Wine, -243, 50
Elixir of the SOLID, -240, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -230, 0
Backstage passes for Re:Factor, -235, 0
Backstage passes for HAXX, -240, 0
Duplicate Code, -242, 0
Long Methods, -242, 0
Ugly Variable Names, -242, 0

-------- day 246 --------
name, sellIn, quality
Ring of Cleansening Code, -236, 0
Good Wine, -244, 50
Elixir of the SOLID, -241, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -231, 0
Backstage passes for Re:Factor, -236, 0
Backstage passes for HAXX, -241, 0
Duplicate Code, -243, 0
Long Methods, -243, 0
Ugly Variable Names, -243, 0

-------- day 247 --------
name, sellIn, quality
Ring of Cleansening Code, -237, 0
Good Wine, -245, 50
Elixir of the SOLID, -242, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -232, 0
Backstage passes for Re:Factor, -237, 0
Backstage passes for HAXX, -242, 0
Duplicate Code, -244, 0
Long Methods, -244, 0
Ugly Variable Names, -244, 0

-------- day 248 --------
name, sellIn, quality
Ring of Cleansening Code, -238, 0
Good Wine, -246, 50
Elixir of the SOLID, -243, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -233, 0
Backstage passes for Re:Factor, -238, 0
Backstage passes for HAXX, -243, 0
Duplicate Code, -245, 0
Long Methods, -245, 0
Ugly Variable Names, -245, 0

-------- day 249 --------
name, sellIn, quality
Ring of Cleansening Code, -239, 0
Good Wine, -247, 50
Elixir of the SOLID, -244, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -234, 0
Backstage passes for Re:Factor, -239, 0
Backstage passes for HAXX, -244, 0
Duplicate Code, -246, 0
Long Methods, -246, 0
Ugly Variable Names, -246, 0

-------- day 250 --------
name, sellIn, quality
Ring of Cleansening Code, -240, 0
